"Term","Term Description","Session","Class","Subject","Catalog Nbr","Section","Class Nbr","Component","Description","Academic Organization","Location Code","Instruction Mode","Enrollment Total","Enrollment Capacity","Wait List Total","List of Students"
"2268","Fall 2026","1","CASMU 981 X1","CASMU","981","X1","11444","OTH","Certified Full-Time Study","CASMU","CHARLESRIV","P","0","999","0","List of Students"
"2268","Fall 2026","1","CASMU 983 X1","CASMU","983","X1","11445","OTH","Continuing Part-Time Study","CASMU","CHARLESRIV","P","0","999","0","List of Students"
"2268","Fall 2026","1","CASMU 985 X1","CASMU","985","X1","11446","OTH","Continuing Full-Time Study","CASMU","CHARLESRIV","P","0","999","0","List of Students"
"2268","Fall 2026","1","CASNE 101 A1","CASNE","101","A1","17680","IND","Introduction to Neuroscience","CASNE","CHARLESRIV","P","166","176","0","List of Students"
"2268","Fall 2026","1","CASNE 202 A1","CASNE","202","A1","16069","LEC","Intro Cognitive Neuroscience","CASNE","CHARLESRIV","P","71","100","0","List of Students"
"2268","Fall 2026","1","CASNE 202 A2","CASNE","202","A2","16071","DIS","Intro Cognitive Neuroscience","CASNE","CHARLESRIV","P","12","24","0","List of Students"
"2268","Fall 2026","1","CASNE 202 A3","CASNE","202","A3","16072","DIS","Intro Cognitive Neuroscience","CASNE","CHARLESRIV","P","21","23","0","List of Students"
"2268","Fall 2026","1","CASNE 202 A4","CASNE","202","A4","16073","DIS","Intro Cognitive Neuroscience","CASNE","CHARLESRIV","P","19","23","0","List of Students"
"2268","Fall 2026","1","CASNE 202 A5","CASNE","202","A5","16074","DIS","Intro Cognitive Neuroscience","CASNE","CHARLESRIV","P","19","30","0","List of Students"
"2268","Fall 2026","1","CASNE 203 A1","CASNE","203","A1","5146","LEC","Principles of Neuroscience","CASNE","CHARLESRIV","P","180","192","0","List of Students"
"2268","Fall 2026","1","CASNE 203 L1","CASNE","203","L1","6741","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","16","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 L2","CASNE","203","L2","5148","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","16","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 L3","CASNE","203","L3","5149","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","16","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 L4","CASNE","203","L4","5150","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","16","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 L5","CASNE","203","L5","5151","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","16","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 L6","CASNE","203","L6","5152","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","16","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 L7","CASNE","203","L7","6742","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","16","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 L8","CASNE","203","L8","5153","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","16","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 L9","CASNE","203","L9","5154","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","8","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 LA","CASNE","203","LA","6412","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","14","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 LB","CASNE","203","LB","5147","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","16","16","0","List of Students"
"2268","Fall 2026","1","CASNE 203 LC","CASNE","203","LC","17179","LAB","Principles of Neuroscience","CASNE","CHARLESRIV","P","14","16","0","List of Students"
"2268","Fall 2026","1","CASNE 212 A1","CASNE","212","A1","5155","LEC","MATLAB Psych/Brain Sciences","CASNE","CHARLESRIV","P","76","76","0","List of Students"
"2268","Fall 2026","1","CASNE 212 A2","CASNE","212","A2","6458","DIS","MATLAB Psych/Brain Sciences","CASNE","CHARLESRIV","P","19","19","0","List of Students"
"2268","Fall 2026","1","CASNE 212 A3","CASNE","212","A3","6459","DIS","MATLAB Psych/Brain Sciences","CASNE","CHARLESRIV","P","19","19","0","List of Students"
"2268","Fall 2026","1","CASNE 212 A4","CASNE","212","A4","6460","DIS","MATLAB Psych/Brain Sciences","CASNE","CHARLESRIV","P","19","19","0","List of Students"
"2268","Fall 2026","1","CASNE 212 A5","CASNE","212","A5","6461","DIS","MATLAB Psych/Brain Sciences","CASNE","CHARLESRIV","P","19","19","0","List of Students"
"2268","Fall 2026","1","CASNE 230 A1","CASNE","230","A1","7283","LEC","Behavioral Endocrinology","CASNE","CHARLESRIV","P","19","19","0","List of Students"
"2268","Fall 2026","1","CASNE 230 B1","CASNE","230","B1","7357","DIS","Behavioral Endocrinology","CASNE","CHARLESRIV","P","10","10","0","List of Students"
"2268","Fall 2026","1","CASNE 230 B2","CASNE","230","B2","7358","DIS","Behavioral Endocrinology","CASNE","CHARLESRIV","P","9","9","0","List of Students"
"2268","Fall 2026","1","CASNE 234 A1","CASNE","234","A1","5159","LEC","Psychology of Learning","CASNE","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASNE 234 A2","CASNE","234","A2","5160","DIS","Psychology of Learning","CASNE","CHARLESRIV","P","5","5","0","List of Students"
"2268","Fall 2026","1","CASNE 234 A3","CASNE","234","A3","5161","DIS","Psychology of Learning","CASNE","CHARLESRIV","P","5","5","0","List of Students"
"2268","Fall 2026","1","CASNE 234 A4","CASNE","234","A4","5162","DIS","Psychology of Learning","CASNE","CHARLESRIV","P","5","5","0","List of Students"
"2268","Fall 2026","1","CASNE 234 A5","CASNE","234","A5","5163","DIS","Psychology of Learning","CASNE","CHARLESRIV","P","5","5","0","List of Students"
"2268","Fall 2026","1","CASNE 291 A1","CASNE","291","A1","5164","DRS","Research in Neuroscience 1","CASNE","CHARLESRIV","P","0","99","0","List of Students"
"2268","Fall 2026","1","CASNE 292 A1","CASNE","292","A1","6623","DRS","Research in Neuroscience 2","CASNE","CHARLESRIV","P","0","99","0","List of Students"
"2268","Fall 2026","1","CASNE 327 A1","CASNE","327","A1","5165","IND","EXPT PERCEPTION","CASNE","CHARLESRIV","P","8","10","0","List of Students"
"2268","Fall 2026","1","CASNE 333 A1","CASNE","333","A1","5166","LEC","DRUGS & BEHAVR","CASNE","CHARLESRIV","P","17","17","0","List of Students"
"2268","Fall 2026","1","CASNE 333 A2","CASNE","333","A2","5167","DIS","DRUGS & BEHAVR","CASNE","CHARLESRIV","P","6","6","0","List of Students"
"2268","Fall 2026","1","CASNE 333 A3","CASNE","333","A3","5168","DIS","DRUGS & BEHAVR","CASNE","CHARLESRIV","P","6","6","0","List of Students"
"2268","Fall 2026","1","CASNE 333 A4","CASNE","333","A4","5169","DIS","DRUGS & BEHAVR","CASNE","CHARLESRIV","P","5","5","0","List of Students"
"2268","Fall 2026","1","CASNE 333 B1","CASNE","333","B1","5170","LEC","DRUGS & BEHAVR","CASNE","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASNE 333 B2","CASNE","333","B2","5171","DIS","DRUGS & BEHAVR","CASNE","CHARLESRIV","P","5","5","0","List of Students"
"2268","Fall 2026","1","CASNE 333 B3","CASNE","333","B3","5172","DIS","DRUGS & BEHAVR","CASNE","CHARLESRIV","P","5","5","0","List of Students"
"2268","Fall 2026","1","CASNE 333 B4","CASNE","333","B4","5173","DIS","DRUGS & BEHAVR","CASNE","CHARLESRIV","P","5","5","0","List of Students"
"2268","Fall 2026","1","CASNE 333 B5","CASNE","333","B5","5174","DIS","DRUGS & BEHAVR","CASNE","CHARLESRIV","P","5","5","0","List of Students"
"2268","Fall 2026","1","CASNE 337 A1","CASNE","337","A1","7349","LEC","MEMORY SYSTEMS","CASNE","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASNE 337 A2","CASNE","337","A2","7350","DIS","MEMORY SYSTEMS","CASNE","CHARLESRIV","P","7","7","0","List of Students"
"2268","Fall 2026","1","CASNE 337 A3","CASNE","337","A3","7351","DIS","MEMORY SYSTEMS","CASNE","CHARLESRIV","P","7","7","0","List of Students"
"2268","Fall 2026","1","CASNE 337 A4","CASNE","337","A4","7352","DIS","MEMORY SYSTEMS","CASNE","CHARLESRIV","P","6","6","0","List of Students"
"2268","Fall 2026","1","CASNE 338 A1","CASNE","338","A1","5175","LEC","NEUROPSYCHOLOGY","CASNE","CHARLESRIV","P","10","10","0","List of Students"
"2268","Fall 2026","1","CASNE 338 A2","CASNE","338","A2","5176","DIS","NEUROPSYCHOLOGY","CASNE","CHARLESRIV","P","3","3","0","List of Students"
"2268","Fall 2026","1","CASNE 338 A3","CASNE","338","A3","5177","DIS","NEUROPSYCHOLOGY","CASNE","CHARLESRIV","P","3","3","0","List of Students"
"2268","Fall 2026","1","CASNE 338 A4","CASNE","338","A4","5178","DIS","NEUROPSYCHOLOGY","CASNE","CHARLESRIV","P","4","4","0","List of Students"
"2268","Fall 2026","1","CASNE 371 A1","CASNE","371","A1","5179","DRS","Junior Neuroscience Res 1","CASNE","CHARLESRIV","P","0","99","0","List of Students"
"2268","Fall 2026","1","CASNE 372 A1","CASNE","372","A1","5180","DRS","Junior Neuroscience Res 2","CASNE","CHARLESRIV","P","0","99","0","List of Students"
"2268","Fall 2026","1","CASNE 391 A1","CASNE","391","A1","5181","DRS","Junior Neuroscience Res 1","CASNE","CHARLESRIV","P","0","99","0","List of Students"
"2268","Fall 2026","1","CASNE 392 A1","CASNE","392","A1","5182","DRS","Junior Neuroscience Res 2","CASNE","CHARLESRIV","P","0","99","0","List of Students"
"2268","Fall 2026","1","CASNE 393 A1","CASNE","393","A1","5183","DRS","Junior Neuroscience Res 3","CASNE","CHARLESRIV","P","0","99","0","List of Students"
"2268","Fall 2026","1","CASNE 401 A1","CASNE","401","A1","5184","DRS","Honors Rsch in Neuroscience 1","CASNE","CHARLESRIV","P","0","35","0","List of Students"
"2268","Fall 2026","1","CASNE 402 A1","CASNE","402","A1","5185","DRS","Honors Rsch in Neuroscience 2","CASNE","CHARLESRIV","P","0","35","0","List of Students"
"2268","Fall 2026","1","CASNE 455 A1","CASNE","455","A1","17299","IND","Developmental Neurobiology","CASNE","CHARLESRIV","P","6","6","0","List of Students"
"2268","Fall 2026","1","CASNE 481 A1","CASNE","481","A1","6710","IND","MOLECULAR NEURO","CASNE","CHARLESRIV","P","11","11","0","List of Students"
"2268","Fall 2026","1","CASNE 491 A1","CASNE","491","A1","5187","DRS","Senior Research Neuroscience 1","CASNE","CHARLESRIV","P","0","99","0","List of Students"
"2268","Fall 2026","1","CASNE 492 A1","CASNE","492","A1","5188","DRS","Senior Research Neuroscience 2","CASNE","CHARLESRIV","P","0","99","0","List of Students"
"2268","Fall 2026","1","CASNE 493 A1","CASNE","493","A1","5189","DRS","Senior Neuroscience Res 3","CASNE","CHARLESRIV","P","0","99","0","List of Students"
"2268","Fall 2026","1","CASNE 500 A1","CASNE","500","A1","11447","IND","Frontiers of Neuroscience","CASNE","CHARLESRIV","P","10","20","0","List of Students"
"2268","Fall 2026","1","CASNE 503 A1","CASNE","503","A1","6597","IND","Neuroimmunology","CASNE","CHARLESRIV","P","8","12","0","List of Students"
"2268","Fall 2026","1","CASNE 520 A1","CASNE","520","A1","7446","IND","Sensory Neurobiology","CASNE","CHARLESRIV","P","6","10","0","List of Students"
"2268","Fall 2026","1","CASNE 528 A1","CASNE","528","A1","7221","IND","HUMAN BRAIN MAP","CASNE","CHARLESRIV","P","10","10","0","List of Students"
"2268","Fall 2026","1","CASNE 535 A1","CASNE","535","A1","5190","IND","Alzheimer's Disease Research","CASNE","CHARLESRIV","P","15","15","0","List of Students"
"2268","Fall 2026","1","CASNE 544 A1","CASNE","544","A1","16070","IND","DEV NEUROPSYCH","CASNE","CHARLESRIV","P","10","10","0","List of Students"
"2268","Fall 2026","1","CASNE 556 A1","CASNE","556","A1","7227","IND","Drug Discovery in Neuroscience","CASNE","CHARLESRIV","P","10","15","0","List of Students"
"2268","Fall 2026","1","CASNE 561 A1","CASNE","561","A1","5191","IND","PROTEIN CHANGES","CASNE","CHARLESRIV","P","8","10","0","List of Students"
"2268","Fall 2026","1","CASNE 589 A1","CASNE","589","A1","5192","IND","NERVES&TUMORS","CASNE","CHARLESRIV","P","35","30","0","List of Students"
"2268","Fall 2026","1","CASNE 598 A1","CASNE","598","A1","7288","IND","NEURAL CIRCUITS","CASNE","CHARLESRIV","P","4","10","0","List of Students"
"2268","Fall 2026","1","CASNE 800 A1","CASNE","800","A1","11448","DRS","Methods in Neuroscience","CASNE","CHARLESRIV","P","9","20","0","List of Students"
"2268","Fall 2026","1","CASNE 901 B1","CASNE","901","B1","11449","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 B2","CASNE","901","B2","12115","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 B3","CASNE","901","B3","18315","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 B5","CASNE","901","B5","11450","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 C1","CASNE","901","C1","11966","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 C4","CASNE","901","C4","11451","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 C6","CASNE","901","C6","11452","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","2","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 D1","CASNE","901","D1","11453","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 D2","CASNE","901","D2","11454","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 D3","CASNE","901","D3","11893","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","3","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 E1","CASNE","901","E1","11455","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","4","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 E2","CASNE","901","E2","11456","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 F1","CASNE","901","F1","11457","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 G1","CASNE","901","G1","11458","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 G2","CASNE","901","G2","11916","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","15","0","List of Students"
"2268","Fall 2026","1","CASNE 901 H1","CASNE","901","H1","11459","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 H2","CASNE","901","H2","11460","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 H3","CASNE","901","H3","11461","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","20","0","List of Students"
"2268","Fall 2026","1","CASNE 901 H4","CASNE","901","H4","11462","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 H5","CASNE","901","H5","11881","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","1","0","List of Students"
"2268","Fall 2026","1","CASNE 901 H6","CASNE","901","H6","11463","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","2","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 K2","CASNE","901","K2","11465","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 K3","CASNE","901","K3","11466","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 K4","CASNE","901","K4","11467","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","5","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 K5","CASNE","901","K5","11468","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","2","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 K6","CASNE","901","K6","11469","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 L3","CASNE","901","L3","11470","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 M2","CASNE","901","M2","11471","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 M3","CASNE","901","M3","11472","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 M4","CASNE","901","M4","11473","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 M5","CASNE","901","M5","11474","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 O1","CASNE","901","O1","11475","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 O2","CASNE","901","O2","11476","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 P1","CASNE","901","P1","11477","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","3","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 R2","CASNE","901","R2","11478","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","6","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 R3","CASNE","901","R3","11991","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","1","0","List of Students"
"2268","Fall 2026","1","CASNE 901 R5","CASNE","901","R5","11479","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","2","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 R6","CASNE","901","R6","12108","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 S1","CASNE","901","S1","11990","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","1","0","List of Students"
"2268","Fall 2026","1","CASNE 901 S2","CASNE","901","S2","11480","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","3","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 S3","CASNE","901","S3","11481","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 S4","CASNE","901","S4","11482","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 S5","CASNE","901","S5","11483","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 S6","CASNE","901","S6","11484","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 S7","CASNE","901","S7","11485","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 S8","CASNE","901","S8","11486","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","5","0","List of Students"
"2268","Fall 2026","1","CASNE 901 S9","CASNE","901","S9","11464","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 T1","CASNE","901","T1","11487","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 T3","CASNE","901","T3","11488","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 W1","CASNE","901","W1","11489","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 W2","CASNE","901","W2","11490","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 Y1","CASNE","901","Y1","11491","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 Y2","CASNE","901","Y2","11989","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","0","1","0","List of Students"
"2268","Fall 2026","1","CASNE 901 Z2","CASNE","901","Z2","11492","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","CASNE 901 Z3","CASNE","901","Z3","12103","DRS","Directed Study in Neuroscience","CASNE","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","CASNE 981 X1","CASNE","981","X1","11493","OTH","Certified Full-Time Study","CASNE","CHARLESRIV","P","0","999","0","List of Students"
"2268","Fall 2026","1","CASNE 983 X1","CASNE","983","X1","11494","OTH","Continuing Part-Time Study","CASNE","CHARLESRIV","P","0","999","0","List of Students"
"2268","Fall 2026","1","CASNE 985 X1","CASNE","985","X1","11495","OTH","Continuing Full-Time Study","CASNE","CHARLESRIV","P","0","999","0","List of Students"
"2268","Fall 2026","1","CASNS 101 A1","CASNS","101","A1","7246","LEC","Integrated Science 1","CAS","CHARLESRIV","P","11","15","0","List of Students"
"2268","Fall 2026","1","CASNS 101 A2","CASNS","101","A2","7247","LAB","Integrated Science 1","CAS","CHARLESRIV","P","11","15","0","List of Students"
"2268","Fall 2026","1","CASNS 321E A1","CASNS","321E","A1","5193","IND","Oceans and Climate","SAB","CHARLESRIV","P","0","999","0","List of Students"
"2268","Fall 2026","1","CASNS 321E A6","CASNS","321E","A6","5194","IND","Oceans and Climate","SAB","CHARLESRIV","P","0","999","0","List of Students"
"2268","Fall 2026","1","CASPH 100 A1","CASPH","100","A1","5195","LEC","INTRO TO PHIL","CASPH","CHARLESRIV","P","80","80","10","List of Students"
"2268","Fall 2026","1","CASPH 100 A2","CASPH","100","A2","5196","DIS","INTRO TO PHIL","CASPH","CHARLESRIV","P","20","20","5","List of Students"
"2268","Fall 2026","1","CASPH 100 A3","CASPH","100","A3","5197","DIS","INTRO TO PHIL","CASPH","CHARLESRIV","P","20","20","2","List of Students"
"2268","Fall 2026","1","CASPH 100 A4","CASPH","100","A4","5198","DIS","INTRO TO PHIL","CASPH","CHARLESRIV","P","20","20","3","List of Students"
"2268","Fall 2026","1","CASPH 100 A5","CASPH","100","A5","5199","DIS","INTRO TO PHIL","CASPH","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASPH 100 B1","CASPH","100","B1","7253","LEC","INTRO TO PHIL","CASPH","CHARLESRIV","P","65","80","0","List of Students"
"2268","Fall 2026","1","CASPH 100 B2","CASPH","100","B2","7303","DIS","INTRO TO PHIL","CASPH","CHARLESRIV","P","11","20","0","List of Students"
"2268","Fall 2026","1","CASPH 100 B3","CASPH","100","B3","7304","DIS","INTRO TO PHIL","CASPH","CHARLESRIV","P","14","20","0","List of Students"
"2268","Fall 2026","1","CASPH 100 B4","CASPH","100","B4","7305","DIS","INTRO TO PHIL","CASPH","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASPH 100 B5","CASPH","100","B5","7306","DIS","INTRO TO PHIL","CASPH","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASPH 150 A1","CASPH","150","A1","6735","LEC","Introduction to Ethics","CASPH","CHARLESRIV","P","80","80","11","List of Students"
"2268","Fall 2026","1","CASPH 150 A2","CASPH","150","A2","6736","DIS","Introduction to Ethics","CASPH","CHARLESRIV","P","20","20","2","List of Students"
"2268","Fall 2026","1","CASPH 150 A3","CASPH","150","A3","6737","DIS","Introduction to Ethics","CASPH","CHARLESRIV","P","20","20","3","List of Students"
"2268","Fall 2026","1","CASPH 150 A4","CASPH","150","A4","6738","DIS","Introduction to Ethics","CASPH","CHARLESRIV","P","20","20","3","List of Students"
"2268","Fall 2026","1","CASPH 150 A5","CASPH","150","A5","6739","DIS","Introduction to Ethics","CASPH","CHARLESRIV","P","20","20","3","List of Students"
"2268","Fall 2026","1","CASPH 150 B1","CASPH","150","B1","5203","LEC","Introduction to Ethics","CASPH","CHARLESRIV","P","100","100","6","List of Students"
"2268","Fall 2026","1","CASPH 150 B2","CASPH","150","B2","5204","DIS","Introduction to Ethics","CASPH","CHARLESRIV","P","20","20","2","List of Students"
"2268","Fall 2026","1","CASPH 150 B3","CASPH","150","B3","5205","DIS","Introduction to Ethics","CASPH","CHARLESRIV","P","20","20","1","List of Students"
"2268","Fall 2026","1","CASPH 150 B4","CASPH","150","B4","6369","DIS","Introduction to Ethics","CASPH","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASPH 150 B5","CASPH","150","B5","6370","DIS","Introduction to Ethics","CASPH","CHARLESRIV","P","20","20","2","List of Students"
"2268","Fall 2026","1","CASPH 150 B6","CASPH","150","B6","17071","DIS","Introduction to Ethics","CASPH","CHARLESRIV","P","20","20","1","List of Students"
"2268","Fall 2026","1","CASPH 159 A1","CASPH","159","A1","5209","LEC","PHIL AND FILM","CASPH","CHARLESRIV","P","60","60","15","List of Students"
"2268","Fall 2026","1","CASPH 159 A2","CASPH","159","A2","5210","DIS","PHIL AND FILM","CASPH","CHARLESRIV","P","15","15","4","List of Students"
"2268","Fall 2026","1","CASPH 159 A3","CASPH","159","A3","6346","DIS","PHIL AND FILM","CASPH","CHARLESRIV","P","15","15","3","List of Students"
"2268","Fall 2026","1","CASPH 159 A4","CASPH","159","A4","6363","DIS","PHIL AND FILM","CASPH","CHARLESRIV","P","15","15","4","List of Students"
"2268","Fall 2026","1","CASPH 159 A5","CASPH","159","A5","6365","DIS","PHIL AND FILM","CASPH","CHARLESRIV","P","15","15","4","List of Students"
"2268","Fall 2026","1","CASPH 160 A1","CASPH","160","A1","5211","LEC","Reasoning and Argumentation","CASPH","CHARLESRIV","P","100","100","5","List of Students"
"2268","Fall 2026","1","CASPH 160 A2","CASPH","160","A2","5212","DIS","Reasoning and Argumentation","CASPH","CHARLESRIV","P","20","20","2","List of Students"
"2268","Fall 2026","1","CASPH 160 A3","CASPH","160","A3","5213","DIS","Reasoning and Argumentation","CASPH","CHARLESRIV","P","20","20","1","List of Students"
"2268","Fall 2026","1","CASPH 160 A4","CASPH","160","A4","6374","DIS","Reasoning and Argumentation","CASPH","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASPH 160 A5","CASPH","160","A5","6373","DIS","Reasoning and Argumentation","CASPH","CHARLESRIV","P","20","20","2","List of Students"
"2268","Fall 2026","1","CASPH 160 A6","CASPH","160","A6","18158","DIS","Reasoning and Argumentation","CASPH","CHARLESRIV","P","20","20","0","List of Students"
"2268","Fall 2026","1","CASPH 245 A1","CASPH","245","A1","5214","IND","Quest for God and the Good","CASPH","CHARLESRIV","P","7","7","5","List of Students"
