"Term","Term Description","Session","Class","Subject","Catalog Nbr","Section","Class Nbr","Component","Description","Academic Organization","Location Code","Instruction Mode","Enrollment Total","Enrollment Capacity","Wait List Total","List of Students"
"2268","Fall 2026","1","ENGME 954 Z5","ENGME","954","Z5","10584","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 954 Z6","ENGME","954","Z6","10585","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 A0","ENGME","991","A0","10586","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 A6","ENGME","991","A6","10587","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 A9","ENGME","991","A9","10588","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 AC","ENGME","991","AC","11000","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 AL","ENGME","991","AL","10589","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 B1","ENGME","991","B1","10590","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 B5","ENGME","991","B5","10592","DRS","PhD Dissertation","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 B6","ENGME","991","B6","10593","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 B7","ENGME","991","B7","10594","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 C1","ENGME","991","C1","10595","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 C7","ENGME","991","C7","10596","DRS","PhD Dissertation","ENG","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 D9","ENGME","991","D9","10597","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 E3","ENGME","991","E3","10598","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 F1","ENGME","991","F1","10599","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 G1","ENGME","991","G1","10600","DRS","PhD Dissertation","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 G5","ENGME","991","G5","10601","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 H5","ENGME","991","H5","10602","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 J5","ENGME","991","J5","10603","DRS","PhD Dissertation","ENG","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 L0","ENGME","991","L0","10893","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 L2","ENGME","991","L2","10604","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 L3","ENGME","991","L3","18423","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","1","0","List of Students"
"2268","Fall 2026","1","ENGME 991 M1","ENGME","991","M1","10606","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 M3","ENGME","991","M3","10607","DRS","PhD Dissertation","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 M4","ENGME","991","M4","10608","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 NA","ENGME","991","NA","10609","DRS","PhD Dissertation","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 P1","ENGME","991","P1","10610","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 P5","ENGME","991","P5","10611","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 P6","ENGME","991","P6","10613","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 PA","ENGME","991","PA","10612","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 R0","ENGME","991","R0","10614","DRS","PhD Dissertation","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 R1","ENGME","991","R1","11001","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 R5","ENGME","991","R5","10615","DRS","PhD Dissertation","ENG","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 R7","ENGME","991","R7","10616","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 R8","ENGME","991","R8","18424","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 SA","ENGME","991","SA","10617","DRS","PhD Dissertation","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 T2","ENGME","991","T2","10618","DRS","PhD Dissertation","ENG","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 U3","ENGME","991","U3","10619","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 U4","ENGME","991","U4","10620","DRS","PhD Dissertation","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 W0","ENGME","991","W0","10621","DRS","PhD Dissertation","ENG","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 W5","ENGME","991","W5","10622","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 WJ","ENGME","991","WJ","10894","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 Y6","ENGME","991","Y6","10623","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 Z5","ENGME","991","Z5","10624","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGME 991 Z6","ENGME","991","Z6","10625","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 500 A2","ENGMS","500","A2","17111","IND","Special Topics: Mat Sci & Eng","ENG","CHARLESRIV","P","1","1","0","List of Students"
"2268","Fall 2026","1","ENGMS 505 A1","ENGMS","505","A1","10626","IND","THERMO&STAT MEC","ENG","CHARLESRIV","P","21","26","0","List of Students"
"2268","Fall 2026","1","ENGMS 508 A1","ENGMS","508","A1","10627","IND","CMP MTH MAT SCI","ENG","CHARLESRIV","P","11","12","0","List of Students"
"2268","Fall 2026","1","ENGMS 526 A1","ENGMS","526","A1","17112","IND","Simulation of Physical Process","ENG","CHARLESRIV","P","3","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 539 A1","ENGMS","539","A1","10628","IND","INT MAT SCI&ENG","ENG","CHARLESRIV","P","21","40","0","List of Students"
"2268","Fall 2026","1","ENGMS 574 A1","ENGMS","574","A1","10629","IND","PHY SMCNDCT MAT","ENG","CHARLESRIV","P","9","15","0","List of Students"
"2268","Fall 2026","1","ENGMS 577 A1","ENGMS","577","A1","10630","IND","E/O/M PROP MAT","ENG","CHARLESRIV","P","22","26","0","List of Students"
"2268","Fall 2026","1","ENGMS 726 A1","ENGMS","726","A1","10631","LEC","FUND BIOMATERLS","ENG","CHARLESRIV","P","1","2","0","List of Students"
"2268","Fall 2026","1","ENGMS 726 B1","ENGMS","726","B1","10632","LAB","FUND BIOMATERLS","ENG","CHARLESRIV","P","1","2","0","List of Students"
"2268","Fall 2026","1","ENGMS 726 B2","ENGMS","726","B2","10633","LAB","FUND BIOMATERLS","ENG","CHARLESRIV","P","0","2","0","List of Students"
"2268","Fall 2026","1","ENGMS 801 A1","ENGMS","801","A1","17113","IND","Teaching Practicum 1","ENG","CHARLESRIV","P","2","30","0","List of Students"
"2268","Fall 2026","1","ENGMS 802 A1","ENGMS","802","A1","17114","IND","Teaching Practicum 2","ENG","CHARLESRIV","P","0","30","0","List of Students"
"2268","Fall 2026","1","ENGMS 810 A1","ENGMS","810","A1","10634","IND","PhD Intern Material Sci & Eng","ENG","CHARLESRIV","P","1","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 A0","ENGMS","900","A0","10635","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 A8","ENGMS","900","A8","10636","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 B3","ENGMS","900","B3","10637","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 B4","ENGMS","900","B4","10638","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 B6","ENGMS","900","B6","10639","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 B9","ENGMS","900","B9","10640","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 D7","ENGMS","900","D7","10641","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 D9","ENGMS","900","D9","10994","DRS","PhD Research","ENG","CHARLESRIV","P","1","1","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 E3","ENGMS","900","E3","10642","DRS","PhD Research","ENG","CHARLESRIV","P","1","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 E6","ENGMS","900","E6","10643","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 G5","ENGMS","900","G5","10644","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 G6","ENGMS","900","G6","10645","DRS","PhD Research","ENG","CHARLESRIV","P","1","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 H5","ENGMS","900","H5","10646","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 J4","ENGMS","900","J4","10647","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 J5","ENGMS","900","J5","10648","DRS","PhD Research","ENG","CHARLESRIV","P","2","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 JM","ENGMS","900","JM","10891","DRS","PhD Research","ENG","CHARLESRIV","P","2","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 K7","ENGMS","900","K7","10649","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 L1","ENGMS","900","L1","10650","DRS","PhD Research","ENG","CHARLESRIV","P","1","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 L2","ENGMS","900","L2","10651","DRS","PhD Research","ENG","CHARLESRIV","P","3","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 L3","ENGMS","900","L3","18243","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 L8","ENGMS","900","L8","10652","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 M1","ENGMS","900","M1","18242","DRS","PhD Research","ENG","CHARLESRIV","P","1","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 P5","ENGMS","900","P5","10653","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 P6","ENGMS","900","P6","10654","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 Q4","ENGMS","900","Q4","10655","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 Q9","ENGMS","900","Q9","10656","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 R3","ENGMS","900","R3","10657","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 R5","ENGMS","900","R5","10658","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 T1","ENGMS","900","T1","10659","DRS","PhD Research","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 U2","ENGMS","900","U2","10660","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 U6","ENGMS","900","U6","10661","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 V2","ENGMS","900","V2","10662","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 V4","ENGMS","900","V4","10663","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 V6","ENGMS","900","V6","10664","DRS","PhD Research","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 W4","ENGMS","900","W4","10665","DRS","PhD Research","ENG","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 WJ","ENGMS","900","WJ","10666","DRS","PhD Research","ENG","CHARLESRIV","P","2","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 X1","ENGMS","900","X1","10895","DRS","PhD Research","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 Y4","ENGMS","900","Y4","10667","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 Y6","ENGMS","900","Y6","10668","DRS","PhD Research","ENG","CHARLESRIV","P","4","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 Y7","ENGMS","900","Y7","10669","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 Z6","ENGMS","900","Z6","10670","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 900 Z9","ENGMS","900","Z9","10671","DRS","PhD Research","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 A0","ENGMS","951","A0","10672","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 A1","ENGMS","951","A1","10856","DRS","Independent Study","ENG","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 A8","ENGMS","951","A8","10673","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 B3","ENGMS","951","B3","10674","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 B4","ENGMS","951","B4","10675","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 B6","ENGMS","951","B6","10676","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 E6","ENGMS","951","E6","10677","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 G5","ENGMS","951","G5","10678","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 K7","ENGMS","951","K7","10679","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 L1","ENGMS","951","L1","10680","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 L8","ENGMS","951","L8","10681","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 NV","ENGMS","951","NV","10904","DRS","Independent Study","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 P6","ENGMS","951","P6","10682","DRS","Independent Study","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 Q9","ENGMS","951","Q9","10683","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 U6","ENGMS","951","U6","10684","DRS","Independent Study","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 V6","ENGMS","951","V6","10685","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 Z6","ENGMS","951","Z6","10686","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 Z7","ENGMS","951","Z7","10687","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 951 Z9","ENGMS","951","Z9","10688","DRS","Independent Study","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 A1","ENGMS","952","A1","10689","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 B3","ENGMS","952","B3","10690","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 B4","ENGMS","952","B4","10691","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 B7","ENGMS","952","B7","10692","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 G5","ENGMS","952","G5","10693","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 G6","ENGMS","952","G6","10694","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 H5","ENGMS","952","H5","10695","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 L1","ENGMS","952","L1","10696","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 L8","ENGMS","952","L8","10697","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 R5","ENGMS","952","R5","11021","DRS","MS Mentored Project","ENG","CHARLESRIV","P","1","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 V7","ENGMS","952","V7","10698","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 X4","ENGMS","952","X4","10699","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 Y7","ENGMS","952","Y7","10700","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 952 Z6","ENGMS","952","Z6","10701","DRS","MS Mentored Project","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 A0","ENGMS","954","A0","10702","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 A8","ENGMS","954","A8","10703","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 B3","ENGMS","954","B3","10704","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 B4","ENGMS","954","B4","10705","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 B5","ENGMS","954","B5","10706","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 B6","ENGMS","954","B6","10707","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 B9","ENGMS","954","B9","10708","DRS","MS Thesis","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 D9","ENGMS","954","D9","10709","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 E3","ENGMS","954","E3","10710","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 E6","ENGMS","954","E6","10711","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 G5","ENGMS","954","G5","10712","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 G6","ENGMS","954","G6","10713","DRS","MS Thesis","ENG","CHARLESRIV","P","0","5","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 H5","ENGMS","954","H5","10714","DRS","MS Thesis","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 J4","ENGMS","954","J4","10715","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 J5","ENGMS","954","J5","10716","DRS","MS Thesis","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 K7","ENGMS","954","K7","10717","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 L1","ENGMS","954","L1","10718","DRS","MS Thesis","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 L2","ENGMS","954","L2","11017","DRS","MS Thesis","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 L8","ENGMS","954","L8","10719","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 P5","ENGMS","954","P5","10720","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 P6","ENGMS","954","P6","10721","DRS","MS Thesis","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 R0","ENGMS","954","R0","10857","DRS","MS Thesis","ENG","CHARLESRIV","P","0","1","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 R3","ENGMS","954","R3","11012","DRS","MS Thesis","ENG","CHARLESRIV","P","0","1","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 U6","ENGMS","954","U6","10722","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 W4","ENGMS","954","W4","10723","DRS","MS Thesis","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 WJ","ENGMS","954","WJ","10724","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 X4","ENGMS","954","X4","10725","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 Y4","ENGMS","954","Y4","11011","DRS","MS Thesis","ENG","CHARLESRIV","P","0","1","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 Y6","ENGMS","954","Y6","10726","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 Y7","ENGMS","954","Y7","10727","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 954 Z6","ENGMS","954","Z6","10728","DRS","MS Thesis","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 A0","ENGMS","991","A0","10729","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 A1","ENGMS","991","A1","10858","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 B3","ENGMS","991","B3","10730","DRS","PhD Dissertation","ENG","CHARLESRIV","P","2","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 B4","ENGMS","991","B4","10731","DRS","PhD Dissertation","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 B6","ENGMS","991","B6","10732","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 B9","ENGMS","991","B9","10733","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 D7","ENGMS","991","D7","10734","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 E6","ENGMS","991","E6","10735","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 G5","ENGMS","991","G5","10736","DRS","PhD Dissertation","ENG","CHARLESRIV","P","1","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 G6","ENGMS","991","G6","10737","DRS","PhD Dissertation","ENG","CHARLESRIV","P","2","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 H5","ENGMS","991","H5","10738","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 J4","ENGMS","991","J4","11004","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 J5","ENGMS","991","J5","10859","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","20","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 K7","ENGMS","991","K7","10739","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 L0","ENGMS","991","L0","10860","DRS","PhD Dissertation","ENG","CHARLESRIV","P","0","10","0","List of Students"
"2268","Fall 2026","1","ENGMS 991 L1","ENGMS","991","L1","10740","DRS","PhD Dissertation","ENG","CHARLESRIV","P","1","10","0","List of Students"
